product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
PROD_001660,automotive,57,704,4,24732,25,16,54
PROD_001661,home_appliances,69,136,1,20142,35,8,58
PROD_001662,computers,36,536,6,19037,25,14,58
PROD_001663,health,51,214,5,3017,82,31,34
PROD_001664,sports,43,344,6,1331,37,45,19
PROD_001665,sports,68,668,4,18345,37,7,51
PROD_001666,garden,45,643,2,16995,71,28,39
PROD_001667,sports,41,963,3,5930,64,49,31
PROD_001668,electronics,28,712,6,9169,80,36,42
PROD_001669,furniture,52,226,1,6204,81,15,61
PROD_001670,automotive,62,703,2,9615,57,12,67
PROD_001671,sports,56,269,2,4603,84,19,20
PROD_001672,furniture,61,571,5,14239,52,5,41
PROD_001673,automotive,61,383,6,23732,66,28,17
PROD_001674,toys,40,593,6,21732,73,35,20
PROD_001675,furniture,39,308,1,4213,95,24,37
PROD_001676,beauty,61,426,2,11560,41,37,19
PROD_001677,fashion,64,438,4,11625,14,42,28
PROD_001678,computers,49,261,1,20380,44,37,14
PROD_001679,office,70,292,4,19483,99,28,67
PROD_001680,garden,42,527,2,29003,88,21,35
PROD_001681,sports,56,202,4,17658,58,34,10
PROD_001682,health,53,649,3,10733,12,30,44
PROD_001683,sports,69,693,6,9032,44,11,17
PROD_001684,health,65,169,1,9925,28,36,70
PROD_001685,beauty,59,297,3,9222,84,14,24
PROD_001686,computers,20,209,5,26304,19,37,79
PROD_001687,computers,60,729,4,20130,89,46,24
PROD_001688,sports,29,880,6,19309,41,28,67
PROD_001689,toys,33,641,3,26202,74,45,19
PROD_001690,fashion,25,432,6,16467,14,17,48
PROD_001691,furniture,43,505,1,21170,21,31,46
PROD_001692,music,63,265,4,6239,48,26,51
PROD_001693,beauty,46,266,1,29985,32,12,39
PROD_001694,toys,65,356,4,20513,100,49,31
PROD_001695,home_appliances,62,355,5,9422,10,36,20
PROD_001696,health,48,352,6,9769,39,22,59
PROD_001697,books,23,920,5,11258,43,35,16
PROD_001698,office,62,151,4,1762,41,41,77
PROD_001699,music,24,152,4,19042,55,11,60
PROD_001700,sports,41,236,1,8611,90,10,32
PROD_001701,electronics,30,269,3,20845,23,36,53
PROD_001702,books,24,492,5,1463,87,26,65
PROD_001703,beauty,62,949,1,17427,52,22,25
PROD_001704,sports,33,790,2,14345,60,28,11
PROD_001705,home_appliances,53,448,5,26318,18,26,65
PROD_001706,office,68,1000,3,18185,24,33,22
PROD_001707,garden,43,844,4,18083,31,41,17
PROD_001708,office,41,281,6,26412,48,42,32
PROD_001709,home_appliances,25,933,5,28371,24,46,23
PROD_001710,garden,38,263,5,19200,87,22,74
PROD_001711,fashion,38,212,3,324,20,18,75
PROD_001712,toys,64,820,4,29633,83,42,34
PROD_001713,automotive,27,391,2,13606,51,14,10
PROD_001714,computers,27,948,2,26995,100,6,23
PROD_001715,furniture,39,143,2,1792,89,37,48
PROD_001716,office,39,546,5,16588,75,38,60
PROD_001717,books,43,739,3,17917,19,49,79
PROD_001718,home_appliances,49,291,5,4183,41,47,59
PROD_001719,furniture,62,434,5,3435,63,24,44
PROD_001720,office,60,690,1,29881,50,17,29
PROD_001721,office,27,673,6,933,22,11,34
PROD_001722,electronics,53,422,2,7234,23,27,61
PROD_001723,music,54,885,2,29172,40,23,33
PROD_001724,food,36,832,1,23931,26,14,42
PROD_001725,books,31,502,4,27416,20,45,41
PROD_001726,health,30,110,2,10360,41,21,30
PROD_001727,sports,54,534,4,26309,15,33,70
PROD_001728,books,21,418,2,20385,35,46,78
PROD_001729,furniture,60,823,4,23310,60,35,48
PROD_001730,electronics,54,817,4,16051,27,9,15
PROD_001731,furniture,61,446,2,26101,47,49,16
PROD_001732,electronics,35,952,2,23003,14,28,19
PROD_001733,electronics,64,789,5,23518,73,14,46
PROD_001734,health,49,923,2,11393,45,16,65
PROD_001735,toys,38,166,4,24510,95,39,36
PROD_001736,automotive,31,597,4,24756,100,50,39
PROD_001737,automotive,55,426,6,6171,38,40,23
PROD_001738,health,55,273,5,18992,34,29,34
PROD_001739,garden,60,270,4,18098,93,32,76
PROD_001740,electronics,50,855,1,9084,33,46,39
PROD_001741,toys,49,891,6,7668,20,38,57
PROD_001742,automotive,35,172,1,23872,64,48,33
PROD_001743,garden,25,766,2,10544,41,24,69
PROD_001744,office,23,454,1,26809,70,46,10
PROD_001745,furniture,50,483,1,23798,81,40,48
PROD_001746,automotive,38,774,5,20069,88,30,35
PROD_001747,health,42,567,4,16633,63,50,63
PROD_001748,home_appliances,69,172,2,18018,11,25,55
PROD_001749,fashion,59,899,3,18202,45,27,45
PROD_001750,office,30,266,3,19193,52,26,22
PROD_001751,sports,32,824,1,24430,51,44,18
PROD_001752,toys,38,198,5,13648,36,47,55
PROD_001753,fashion,67,820,1,949,86,31,73
PROD_001754,beauty,41,209,6,7649,64,19,61
PROD_001755,health,42,851,5,421,52,6,42
PROD_001756,fashion,51,343,4,29030,28,14,40
PROD_001757,beauty,28,529,6,16053,74,34,15
PROD_001758,office,32,945,6,5752,37,45,79
PROD_001759,fashion,28,628,1,14562,18,38,39
PROD_001760,toys,39,790,4,24404,97,25,27
PROD_001761,music,27,172,2,14558,50,42,64
PROD_001762,sports,68,977,4,29301,37,9,21
PROD_001763,beauty,58,961,2,7918,23,6,78
PROD_001764,food,45,265,2,1864,65,26,43
PROD_001765,garden,21,127,2,26774,78,11,75
PROD_001766,health,21,349,6,13780,48,40,57
PROD_001767,office,25,793,1,1559,26,9,74
PROD_001768,home_appliances,39,177,6,8384,13,39,21
PROD_001769,furniture,22,237,5,8678,64,9,64
PROD_001770,garden,55,581,5,14701,92,45,34
PROD_001771,home_appliances,68,165,3,18708,87,41,71
PROD_001772,music,20,314,6,4306,12,22,34
PROD_001773,garden,39,780,4,8482,37,18,49
PROD_001774,beauty,28,206,1,13579,56,9,15
PROD_001775,health,21,401,4,163,18,5,47
PROD_001776,fashion,32,224,2,11117,56,26,68
PROD_001777,automotive,39,236,1,23717,70,14,26
PROD_001778,garden,34,711,3,13969,98,34,26
PROD_001779,garden,25,600,4,26147,19,50,76
PROD_001780,health,68,714,5,19172,80,36,80
PROD_001781,computers,49,602,4,15701,66,28,18
PROD_001782,sports,52,591,4,21605,19,13,37
PROD_001783,automotive,54,186,5,18900,38,44,68
PROD_001784,garden,60,919,2,1467,45,37,70
PROD_001785,sports,22,381,3,3930,85,21,50
PROD_001786,toys,67,613,4,16805,20,46,68
PROD_001787,music,66,328,3,3818,78,40,13
PROD_001788,furniture,57,773,4,25621,49,48,15
PROD_001789,sports,60,748,1,11497,72,25,75
PROD_001790,toys,59,297,5,3574,79,45,51
PROD_001791,sports,62,500,6,4694,14,28,45
PROD_001792,music,39,715,2,25239,40,42,33
PROD_001793,furniture,25,790,5,10461,42,6,62
PROD_001794,sports,53,421,4,29473,68,5,27
PROD_001795,electronics,67,579,6,2547,55,17,68
PROD_001796,food,62,385,2,1907,97,27,55
PROD_001797,garden,61,456,6,11128,38,48,50
PROD_001798,beauty,38,877,1,14851,76,50,62
PROD_001799,furniture,49,815,5,28756,77,39,31
PROD_001800,garden,65,847,2,26283,23,7,14
PROD_001801,furniture,69,243,6,21926,11,22,12
PROD_001802,health,68,733,3,16303,18,12,32
PROD_001803,beauty,45,208,6,14635,56,47,72
PROD_001804,food,64,115,3,3205,12,49,49
PROD_001805,food,47,518,4,2781,76,31,42
PROD_001806,beauty,29,543,2,25317,47,24,73
PROD_001807,electronics,64,364,5,18076,63,35,20
PROD_001808,fashion,21,220,5,15277,69,5,39
PROD_001809,sports,30,434,4,25546,16,49,46
PROD_001810,garden,38,329,1,15290,41,13,49
PROD_001811,music,44,775,4,25419,77,41,71
PROD_001812,garden,36,715,6,2060,37,45,17
PROD_001813,beauty,34,625,1,26406,69,33,74
PROD_001814,computers,57,687,2,8656,61,41,30
PROD_001815,beauty,49,122,3,28119,77,12,23
PROD_001816,computers,63,296,1,3155,75,32,46
PROD_001817,sports,28,353,1,26775,43,27,58
PROD_001818,music,43,199,5,25893,25,15,69
PROD_001819,toys,58,182,4,1963,12,20,44
PROD_001820,sports,68,571,3,6581,29,27,58
PROD_001821,health,63,580,3,1028,98,26,36
PROD_001822,books,28,422,1,28783,93,47,29
PROD_001823,sports,27,174,3,8548,23,45,18
PROD_001824,fashion,57,956,1,21074,27,6,58
PROD_001825,electronics,51,204,2,24250,61,46,36
PROD_001826,electronics,70,133,3,28645,26,16,19
PROD_001827,garden,39,371,2,21292,64,33,41
PROD_001828,office,68,474,2,18467,43,47,27
PROD_001829,toys,69,534,1,4153,62,11,50
PROD_001830,garden,68,736,5,23542,88,24,44
PROD_001831,office,29,523,6,2894,78,22,52
PROD_001832,toys,33,549,3,17641,29,30,77
PROD_001833,home_appliances,66,756,5,12183,17,39,23
PROD_001834,beauty,59,694,6,10289,14,16,34
PROD_001835,home_appliances,32,455,5,12238,85,19,54
PROD_001836,food,23,810,2,22043,90,26,31
PROD_001837,food,53,130,3,1018,73,25,15
PROD_001838,music,51,833,6,16761,21,42,67
PROD_001839,health,33,469,3,25933,47,13,55
PROD_001840,home_appliances,37,820,6,15611,73,36,71
PROD_001841,beauty,38,897,3,18630,59,21,41
PROD_001842,electronics,39,537,3,26535,16,8,65
PROD_001843,electronics,44,681,5,28732,75,13,59
PROD_001844,beauty,54,544,2,24404,95,34,56
PROD_001845,health,43,921,2,16380,69,42,39
PROD_001846,health,55,460,6,28455,47,46,58
PROD_001847,electronics,57,203,2,4074,12,21,13
PROD_001848,furniture,30,980,3,8399,55,17,65
PROD_001849,electronics,25,873,4,2080,83,44,38
PROD_001850,home_appliances,60,861,3,15459,13,33,28
PROD_001851,books,28,469,6,29353,23,50,71
PROD_001852,beauty,32,227,6,13018,17,18,26
PROD_001853,toys,23,764,2,24660,97,49,48
PROD_001854,sports,63,749,5,16763,77,21,44
PROD_001855,home_appliances,49,670,5,11814,29,48,41
PROD_001856,books,25,905,4,19483,43,41,63
PROD_001857,office,36,444,3,19908,99,27,55
PROD_001858,music,49,850,5,28799,24,16,67
PROD_001859,office,32,843,1,16255,100,23,28
PROD_001860,furniture,66,209,5,7590,26,14,45
PROD_001861,computers,21,265,2,19751,36,30,26
PROD_001862,furniture,44,204,4,13490,44,50,13
PROD_001863,health,62,383,1,9214,59,26,56
PROD_001864,fashion,25,267,5,12478,39,37,20
PROD_001865,fashion,21,458,1,4551,100,13,78
PROD_001866,office,58,265,1,15724,93,23,53
PROD_001867,automotive,42,273,5,23632,27,33,63
PROD_001868,furniture,50,913,3,6082,36,44,36
PROD_001869,toys,64,371,2,29940,39,45,68
PROD_001870,sports,66,906,2,23543,66,38,37
PROD_001871,automotive,46,888,6,19055,33,10,54
PROD_001872,fashion,22,112,2,12530,10,36,66
PROD_001873,health,30,169,3,6447,90,45,42
PROD_001874,office,53,494,5,21939,58,26,37
PROD_001875,music,51,169,3,29676,55,35,41
PROD_001876,fashion,21,464,2,240,81,41,34
PROD_001877,fashion,55,564,2,1093,95,41,56
PROD_001878,electronics,50,737,2,27667,39,34,67
PROD_001879,music,34,207,2,20163,70,17,45
PROD_001880,fashion,67,418,5,11237,16,15,68
PROD_001881,garden,43,721,6,27279,99,6,77
PROD_001882,home_appliances,46,657,6,707,10,43,17
PROD_001883,furniture,29,276,1,18475,93,45,71
PROD_001884,fashion,30,871,1,17219,84,22,54
PROD_001885,home_appliances,35,710,6,23026,51,41,62
PROD_001886,health,22,234,2,6971,19,25,76
PROD_001887,office,49,459,1,15181,56,33,13
PROD_001888,sports,30,301,1,26938,80,38,78
PROD_001889,electronics,70,544,1,29132,87,23,18
PROD_001890,furniture,41,112,2,26160,45,12,38
PROD_001891,computers,21,148,4,16917,90,39,64
PROD_001892,furniture,61,457,5,23059,72,25,53
PROD_001893,garden,54,446,1,19357,53,41,22
PROD_001894,beauty,41,144,3,20370,66,16,41
PROD_001895,books,46,736,3,22289,60,13,67
PROD_001896,home_appliances,52,539,3,3520,79,12,46
PROD_001897,health,64,237,1,10207,38,46,80
PROD_001898,beauty,68,778,3,1606,97,49,43
PROD_001899,computers,45,249,1,16057,59,21,34
PROD_001900,computers,38,719,2,28225,83,23,23
PROD_001901,books,70,999,6,24746,58,33,42
PROD_001902,electronics,48,669,6,18441,96,49,63
PROD_001903,automotive,52,853,6,29537,56,39,50
PROD_001904,furniture,37,735,1,24723,21,8,60
PROD_001905,garden,47,568,6,5055,64,23,21
PROD_001906,food,48,739,2,21501,84,33,78
PROD_001907,automotive,40,321,4,15589,16,9,30
PROD_001908,beauty,56,317,1,14228,44,27,76
PROD_001909,home_appliances,36,352,4,18010,11,22,66
PROD_001910,electronics,38,140,4,20687,85,17,59
PROD_001911,toys,24,921,5,27559,67,28,60
PROD_001912,health,57,282,4,29589,99,42,27
PROD_001913,health,23,953,2,21996,30,35,36
PROD_001914,toys,69,608,1,4719,56,29,71
PROD_001915,home_appliances,24,258,2,259,13,40,53
PROD_001916,furniture,62,618,5,11533,85,12,57
PROD_001917,sports,29,822,3,6051,53,29,58
PROD_001918,electronics,20,694,5,25805,10,26,72
PROD_001919,health,54,317,4,21509,87,7,36
PROD_001920,electronics,32,375,1,27007,41,45,61
PROD_001921,toys,61,293,2,19377,75,25,65
PROD_001922,office,54,373,5,29264,96,43,66
PROD_001923,music,66,921,4,26850,13,36,15
PROD_001924,books,22,125,4,9024,58,11,45
PROD_001925,health,35,353,4,1128,16,22,20
PROD_001926,office,62,599,3,29320,46,17,59
PROD_001927,food,48,184,6,23961,91,29,40
PROD_001928,food,64,569,4,6209,20,27,71
PROD_001929,office,51,919,3,27377,10,25,42
PROD_001930,toys,52,547,4,4095,77,14,47
PROD_001931,health,54,841,4,10179,18,22,31
PROD_001932,furniture,52,470,2,20670,18,21,23
PROD_001933,office,66,718,5,16502,70,16,63
PROD_001934,sports,65,364,6,18841,32,10,30
PROD_001935,home_appliances,33,830,2,18982,84,38,30
PROD_001936,fashion,40,676,1,568,69,49,25
PROD_001937,sports,28,777,6,320,47,50,44
PROD_001938,food,36,899,3,13859,68,35,19
PROD_001939,toys,62,372,1,24154,69,46,58
PROD_001940,books,20,403,3,13786,80,42,39
PROD_001941,automotive,25,201,4,22566,49,28,66
PROD_001942,garden,45,603,6,14849,61,28,70
PROD_001943,office,47,494,4,28323,42,35,60
PROD_001944,electronics,55,461,2,375,74,47,53
PROD_001945,music,61,243,5,14379,49,26,51
PROD_001946,computers,31,172,4,12019,17,23,78
PROD_001947,food,51,641,2,19540,81,37,72
PROD_001948,home_appliances,49,469,3,24361,45,14,31
PROD_001949,electronics,47,178,6,23032,80,28,15
PROD_001950,books,58,274,5,27194,78,34,39
PROD_001951,garden,53,542,6,9131,14,8,58
PROD_001952,health,50,243,3,13694,65,17,14
PROD_001953,sports,30,919,1,8519,41,8,34
PROD_001954,fashion,54,813,2,18668,40,20,12
PROD_001955,computers,25,211,1,26346,75,21,12
PROD_001956,books,42,357,5,17525,51,26,76
PROD_001957,furniture,40,480,2,22923,47,27,29
PROD_001958,automotive,45,206,3,2551,45,17,62
PROD_001959,automotive,49,359,3,15003,100,38,37
PROD_001960,toys,24,563,5,28925,79,17,74
PROD_001961,furniture,65,191,6,8014,52,27,60
PROD_001962,books,59,542,2,21630,36,39,55
PROD_001963,office,67,650,4,21867,42,9,69
PROD_001964,garden,54,244,3,22464,59,7,25
PROD_001965,automotive,59,867,5,3732,65,13,43
PROD_001966,music,47,717,3,20869,70,31,31
PROD_001967,automotive,32,502,6,17685,46,13,65
PROD_001968,food,43,956,1,16000,85,34,34
PROD_001969,books,50,678,6,27574,87,8,21
PROD_001970,music,20,234,6,26863,73,9,17
PROD_001971,garden,70,735,3,28151,96,13,11
PROD_001972,sports,54,776,4,5305,22,13,25
PROD_001973,health,43,752,1,18847,15,45,45
PROD_001974,computers,42,848,4,5720,49,22,63
PROD_001975,office,31,254,1,3175,60,26,64
PROD_001976,books,33,747,2,19814,37,48,55
PROD_001977,electronics,53,259,3,6280,26,29,26
PROD_001978,toys,35,789,5,3093,45,5,40
PROD_001979,electronics,61,606,3,10368,86,38,46
PROD_001980,fashion,63,380,2,2108,28,23,77
PROD_001981,beauty,32,871,3,1714,72,22,57
PROD_001982,electronics,68,863,5,7058,41,16,75
PROD_001983,electronics,57,755,5,20026,69,6,27
PROD_001984,beauty,37,104,3,25912,35,10,13
PROD_001985,computers,59,112,4,15966,22,47,32
PROD_001986,sports,63,436,6,22692,40,13,72
PROD_001987,furniture,60,758,2,16140,65,27,53
PROD_001988,beauty,48,507,1,14438,26,33,55
PROD_001989,furniture,34,445,3,10257,81,11,46
PROD_001990,furniture,26,284,4,13413,64,11,53
PROD_001991,computers,63,352,5,7215,83,13,44
PROD_001992,home_appliances,49,824,1,27371,27,9,54
PROD_001993,electronics,61,200,2,29089,42,19,41
PROD_001994,automotive,23,547,2,15584,89,39,52
PROD_001995,food,31,394,4,15604,34,18,18
PROD_001996,music,28,717,5,28429,15,19,67
PROD_001997,computers,27,805,5,3692,28,33,54
PROD_001998,automotive,35,680,6,25905,56,25,69
PROD_001999,garden,25,394,2,2861,21,31,33
PROD_002000,home_appliances,22,953,6,12931,93,48,51
PROD_002001,automotive,25,146,1,23599,45,21,34
PROD_002002,books,36,997,2,12954,44,23,42
PROD_002003,sports,30,866,5,26588,63,42,21
PROD_002004,beauty,29,260,6,25008,100,5,17
PROD_002005,furniture,60,253,2,29237,66,30,74
PROD_002006,sports,40,260,4,16766,16,45,74
PROD_002007,computers,48,658,3,22010,71,11,17
PROD_002008,automotive,33,292,5,24695,57,18,15
PROD_002009,electronics,22,702,1,29575,17,47,64
PROD_002010,sports,60,243,3,16958,64,46,70
PROD_002011,computers,48,438,3,13288,57,40,62
PROD_002012,fashion,50,269,5,21663,49,34,13
PROD_002013,sports,38,380,4,20996,37,19,33
PROD_002014,office,38,939,4,11690,93,47,62
PROD_002015,music,53,391,1,11050,47,31,35
PROD_002016,toys,27,576,3,16322,36,25,18
PROD_002017,music,52,475,1,25908,73,30,59
PROD_002018,toys,65,936,5,11926,84,31,51
PROD_002019,health,46,112,1,25843,91,19,38
PROD_002020,furniture,67,422,2,6074,82,30,44
PROD_002021,food,36,752,2,2992,11,41,30
PROD_002022,home_appliances,28,433,1,24097,43,26,55
PROD_002023,furniture,57,749,3,27598,35,34,26
PROD_002024,sports,51,506,4,1576,44,9,46
PROD_002025,home_appliances,47,414,2,1981,33,44,70
PROD_002026,electronics,54,179,2,25989,72,14,32
PROD_002027,automotive,55,246,1,628,89,17,56
PROD_002028,garden,68,252,3,29345,95,17,29
PROD_002029,home_appliances,58,753,3,1179,21,50,49
PROD_002030,automotive,45,236,5,8629,13,34,65
PROD_002031,garden,61,783,5,26641,52,17,16
PROD_002032,computers,54,579,5,7060,94,47,47
PROD_002033,health,51,512,4,22612,89,6,16
PROD_002034,furniture,52,259,3,10043,61,32,60
PROD_002035,books,58,416,6,18515,38,32,10
PROD_002036,garden,56,748,3,6993,76,31,74
PROD_002037,home_appliances,63,861,3,29768,12,38,51
PROD_002038,toys,57,285,3,25892,91,32,31
PROD_002039,automotive,50,911,2,12453,58,41,28
PROD_002040,sports,69,246,3,14777,30,36,41
PROD_002041,garden,39,835,4,17804,87,50,31
PROD_002042,furniture,23,845,6,8963,69,16,34
PROD_002043,health,63,796,2,8400,91,21,65
PROD_002044,books,45,207,1,11681,22,24,59
PROD_002045,fashion,54,149,4,28611,75,30,31
PROD_002046,food,55,495,6,24551,76,49,76
PROD_002047,furniture,59,273,3,8311,87,21,12
PROD_002048,health,35,796,6,22245,89,28,20
PROD_002049,food,47,736,6,10717,63,10,39
PROD_002050,garden,39,379,1,27955,81,39,39
PROD_002051,office,61,340,1,17940,41,39,13
PROD_002052,fashion,45,693,6,6346,44,35,63
PROD_002053,automotive,24,923,2,21248,36,36,73
PROD_002054,automotive,70,353,6,20085,80,5,21
PROD_002055,health,63,997,2,5341,13,9,59
PROD_002056,sports,26,613,3,6010,13,5,29
PROD_002057,sports,57,201,3,5077,37,9,34
PROD_002058,sports,45,752,6,7205,96,9,47
PROD_002059,health,20,707,5,5914,20,15,72
PROD_002060,electronics,31,350,1,18098,86,32,71
PROD_002061,home_appliances,22,953,1,6094,89,27,12
PROD_002062,computers,35,200,6,25438,68,36,50
PROD_002063,books,56,814,6,550,10,49,10
PROD_002064,office,26,771,5,21033,20,34,58
PROD_002065,music,41,963,2,26996,32,23,49
PROD_002066,food,35,363,2,25795,75,35,24
PROD_002067,toys,24,420,3,23653,73,24,65
PROD_002068,automotive,27,216,4,20624,17,50,80
PROD_002069,furniture,20,236,4,4708,78,16,14
PROD_002070,music,36,154,1,20522,40,47,76
PROD_002071,electronics,54,844,2,9374,90,50,24
PROD_002072,home_appliances,33,271,1,12566,95,48,11
PROD_002073,electronics,43,981,5,28622,100,18,32
PROD_002074,beauty,64,177,5,7749,27,48,54
PROD_002075,home_appliances,65,561,4,5348,56,14,15
PROD_002076,computers,30,190,2,3760,22,32,69
PROD_002077,automotive,42,842,3,5527,77,18,31
PROD_002078,computers,44,605,6,970,22,10,61
PROD_002079,furniture,52,213,1,26419,65,34,78
PROD_002080,books,67,238,5,331,32,25,22
PROD_002081,toys,32,619,4,28761,42,15,65
PROD_002082,furniture,34,898,1,5691,31,7,48
PROD_002083,fashion,50,802,3,6939,92,6,46
PROD_002084,garden,20,469,2,2642,87,38,45
PROD_002085,health,24,162,6,11330,13,33,51
PROD_002086,health,40,102,5,8601,74,25,30
PROD_002087,food,38,522,4,14733,17,19,73
PROD_002088,food,36,546,4,20087,72,8,10
PROD_002089,food,61,843,2,876,93,33,60
PROD_002090,beauty,62,401,1,11232,75,19,51
PROD_002091,toys,65,107,1,16403,30,33,31
PROD_002092,furniture,61,709,4,8042,27,40,33
PROD_002093,automotive,21,220,6,18028,40,13,11
PROD_002094,toys,26,192,2,2171,34,21,13
PROD_002095,books,32,970,4,17603,13,9,15
PROD_002096,toys,21,283,3,1458,61,25,18
PROD_002097,fashion,63,580,6,23472,44,35,19
PROD_002098,office,25,571,1,21998,60,22,79
PROD_002099,toys,48,680,4,29996,75,40,61
PROD_002100,sports,60,773,1,5458,42,8,67
PROD_002101,office,62,718,1,10189,91,24,79
PROD_002102,garden,25,352,5,21649,76,12,17
PROD_002103,computers,27,202,3,27000,52,49,62
PROD_002104,furniture,70,811,4,15328,66,31,19
PROD_002105,automotive,41,232,3,18597,61,6,22
PROD_002106,furniture,22,681,2,25991,22,33,64
PROD_002107,beauty,41,176,4,28608,69,7,26
PROD_002108,computers,29,781,2,18290,10,21,54
PROD_002109,sports,39,562,5,28738,30,33,68
PROD_002110,garden,28,430,2,23972,29,8,55
PROD_002111,garden,57,759,6,6082,78,22,77
PROD_002112,automotive,55,585,2,11921,100,37,73
PROD_002113,home_appliances,49,275,5,20012,34,18,53
PROD_002114,office,50,800,6,620,30,49,42
PROD_002115,electronics,59,348,5,16583,61,47,64
PROD_002116,sports,65,720,5,10203,59,23,78
PROD_002117,beauty,37,238,6,15006,41,42,39
PROD_002118,toys,66,877,4,26185,96,27,26
PROD_002119,office,35,717,1,18223,80,31,68
PROD_002120,books,30,907,2,15609,41,26,38
PROD_002121,music,35,977,3,29425,10,29,30
PROD_002122,electronics,26,520,4,6471,41,22,17
PROD_002123,fashion,36,807,2,3110,57,30,35
PROD_002124,beauty,64,451,2,28728,63,18,61
PROD_002125,home_appliances,53,669,4,6062,37,17,56
PROD_002126,furniture,22,390,3,8827,56,28,25
PROD_002127,office,61,413,2,8976,47,14,20
PROD_002128,fashion,26,578,3,8788,83,21,47
PROD_002129,automotive,41,589,6,9564,31,10,80
PROD_002130,food,65,406,2,28159,90,24,58
PROD_002131,sports,52,212,3,2544,30,44,24
PROD_002132,fashion,46,379,4,21126,88,16,42
PROD_002133,garden,44,395,2,19322,86,37,66
PROD_002134,home_appliances,36,551,6,6794,51,18,77
PROD_002135,computers,51,483,6,18775,25,28,40
PROD_002136,music,20,162,4,10457,25,21,57
PROD_002137,garden,24,916,5,7316,45,35,32
PROD_002138,computers,63,340,1,11228,69,40,31
PROD_002139,beauty,40,857,2,2597,13,37,21
PROD_002140,home_appliances,36,514,3,29725,40,35,78
PROD_002141,garden,63,945,4,5604,49,18,16
PROD_002142,music,60,172,3,20806,63,5,64
PROD_002143,books,67,861,5,12855,24,6,58
PROD_002144,health,58,741,4,8041,67,24,23
PROD_002145,computers,29,918,1,17102,72,43,14
PROD_002146,books,41,109,4,2640,44,33,20
PROD_002147,toys,57,109,1,3621,31,25,10
PROD_002148,home_appliances,66,295,1,13709,15,5,42
PROD_002149,health,23,291,4,5508,81,44,79
PROD_002150,books,70,980,5,7532,91,13,24
PROD_002151,computers,31,161,5,12915,20,21,80
PROD_002152,beauty,29,480,1,27968,69,44,60
PROD_002153,health,44,732,5,26786,91,33,74
PROD_002154,computers,36,267,1,2120,92,9,46
PROD_002155,fashion,37,958,3,4570,42,30,11
PROD_002156,garden,50,328,4,5656,41,50,78
PROD_002157,computers,47,169,6,11698,84,28,31
PROD_002158,food,65,963,3,24343,86,50,44
PROD_002159,furniture,40,775,4,22956,65,18,72
PROD_002160,office,68,723,5,5684,85,19,13
PROD_002161,toys,40,610,4,18934,70,47,78
PROD_002162,music,33,499,4,14339,12,35,49
PROD_002163,office,60,202,1,12190,85,18,44
PROD_002164,office,63,648,1,10469,10,22,39
PROD_002165,automotive,23,342,3,26592,65,6,27
PROD_002166,food,42,885,5,20831,62,44,59
PROD_002167,books,65,115,5,13834,37,27,49
PROD_002168,garden,49,502,1,29812,72,25,20
PROD_002169,health,30,189,1,3003,74,23,26
PROD_002170,books,30,779,2,12541,49,46,46
PROD_002171,computers,26,639,1,28819,26,22,54
PROD_002172,automotive,38,162,5,11537,87,45,39
PROD_002173,toys,45,482,2,11122,30,22,41
PROD_002174,furniture,69,564,6,19456,52,7,67
PROD_002175,office,46,798,3,25444,51,34,38
PROD_002176,furniture,36,673,6,26278,55,14,52
PROD_002177,fashion,30,274,3,26896,80,23,63
PROD_002178,furniture,70,706,6,1783,20,47,72
PROD_002179,health,40,891,2,28021,30,35,32
PROD_002180,automotive,37,676,6,25029,64,25,30
PROD_002181,sports,70,739,4,16364,42,48,16
PROD_002182,home_appliances,23,939,2,21883,76,26,44
PROD_002183,electronics,48,100,1,18458,43,10,53
PROD_002184,automotive,65,184,2,9369,28,31,50
PROD_002185,furniture,40,326,6,17904,53,9,35
PROD_002186,garden,58,991,4,12391,100,20,52
PROD_002187,home_appliances,59,391,4,2404,49,13,65
PROD_002188,office,30,122,3,2051,75,27,28
PROD_002189,electronics,45,909,2,6800,43,31,19
PROD_002190,fashion,53,713,4,17322,73,17,67
PROD_002191,home_appliances,53,283,6,12630,54,43,34
PROD_002192,garden,33,808,5,1445,46,11,18
PROD_002193,furniture,25,923,4,1681,41,17,39
PROD_002194,electronics,52,934,3,9664,46,10,77
PROD_002195,garden,39,355,4,21487,65,8,33
PROD_002196,garden,21,745,5,6627,21,19,70
PROD_002197,computers,55,653,1,24058,30,48,18
PROD_002198,electronics,57,346,4,16009,62,36,68
PROD_002199,health,49,565,2,28061,63,26,68
PROD_002200,books,39,465,3,9890,52,44,17
PROD_002201,sports,36,616,1,20199,52,49,42
PROD_002202,sports,42,890,6,23755,24,11,16
PROD_002203,home_appliances,44,739,2,18915,50,28,36
PROD_002204,sports,23,650,5,24072,27,17,41
PROD_002205,sports,61,999,1,6842,56,48,18
PROD_002206,beauty,61,632,3,11121,13,34,12
PROD_002207,home_appliances,44,356,1,14261,27,32,11
PROD_002208,books,48,388,6,3577,50,45,25
PROD_002209,office,39,413,5,15747,65,15,23
PROD_002210,computers,46,392,5,8117,42,47,27
PROD_002211,furniture,64,999,5,14963,41,8,32
